ISP_ASN, IP, check1, check2, check3, state
ATT_AS7018, 204.90.115.0/24, None, None, None
ATT_AS7018, 107.225.252.0/22, None, None, None
ATT_AS7018, 216.126.220.0/22, Huntsville, Huntsville, Tennessee
ATT_AS7018, 192.203.134.0/24, None, None, None
ATT_AS7018, 192.159.37.0/24, Waller, Waller, Texas
ATT_AS7018, 208.103.178.0/24, None, None, None
ATT_AS7018, 137.83.77.0/24, None, None, None
ATT_AS7018, 209.33.10.0/24, None, None, None
ATT_AS7018, 107.125.44.0/24, None, None, None
ATT_AS7018, 204.145.135.0/24, None, None, None
ATT_AS7018, 209.33.11.0/24, None, None, None
ATT_AS7018, 192.86.32.0/24, None, None, None
ATT_AS7018, 198.81.193.0/24, None, None, None
ATT_AS7018, 148.131.255.0/24, None, None, None
ATT_AS7018, 107.125.50.0/24, None, None, None
ATT_AS7018, 192.86.33.0/24, None, None, None
ATT_AS7018, 47.209.61.0/24, Foresthill, Foresthill, California
ATT_AS7018, 107.225.10.0/24, None, None, None
ATT_AS7018, 204.238.234.0/24, None, None, None
ATT_AS7018, 204.152.158.0/24, Bolingbrook, Bolingbrook, Illinois
ATT_AS7018, 24.32.207.0/24, None, None, None
ATT_AS7018, 47.209.60.0/24, Foresthill, Foresthill, California
ATT_AS7018, 159.157.236.0/23, None, None, None
ATT_AS7018, 147.160.166.0/24, Midland, Midland, Michigan
ATT_AS7018, 164.168.2.0/23, None, None, None
ATT_AS7018, 122.98.220.0/22, None, None, None
ATT_AS7018, 66.192.224.0/24, Memphis, Memphis, Tennessee
ATT_AS7018, 107.225.251.0/24, None, None, None
ATT_AS7018, 65.204.150.0/24, None, None, None
ATT_AS7018, 198.246.160.0/21, Galveston, None, None, Texas
TEXAS-UNI-AM_AS1970, 192.195.87.0/24, None, None, None
TEXAS-UNI-AM_AS1970, 98.159.48.0/20, Killeen, Killeen, Killeen, Texas
TEXAS-UNI-AM_AS1970, 173.224.80.0/20, None, None, None, None
TEXAS-UNI-AM_AS1970, 173.255.32.0/20, Stephenville, Stephenville, Stephenville, Texas
TEXAS-UNI-AM_AS1970, 184.174.192.0/18, Dickinson, Galveston, Galveston, Texas
TEXAS-UNI-AUSTIN_AS3354, 198.215.64.0/24, None, None, None
SANTA-ROSA_AS32391, 104.156.7.0/24, Wichita Falls, Wichita Falls, Texas
TEXAS-UNI_AS3354, 198.215.64.0/24, None, None, None
CENTURYLINK_AS209, 151.116.186.0/24, None, None, None
CENTURYLINK_AS209, 24.32.134.0/24, None, None, None
CENTURYLINK_AS209, 184.159.216.0/24, San Marcos, San Marcos, Texas
CENTURYLINK_AS209, 96.44.30.0/24, Fort Collins, Fort Collins, Colorado
CENTURYLINK_AS209, 64.91.127.0/24, Depoe Bay, Depoe Bay, Oregon
CENTURYLINK_AS209, 66.243.192.0/21, Mosca, Crestone, Crestone, Colorado
CENTURYLINK_AS209, 207.30.52.0/24, Orlando, Orlando, Florida
CENTURYLINK_AS209, 76.6.56.0/22, None, None, None
CENTURYLINK_AS209, 151.116.188.0/24, None, None, None
CENTURYLINK_AS209, 75.171.68.0/24, None, None, None
CENTURYLINK_AS209, 204.138.26.0/24, Bridgeport, Bridgeport, Texas
CENTURYLINK_AS209, 63.156.135.0/24, Taos, Taos, New Mexico
CENTURYLINK_AS209, 151.116.193.0/24, None, None, None
CENTURYLINK_AS209, 137.107.64.0/24, None, None, None
CENTURYLINK_AS209, 65.116.218.0/24, Cable, Cable, Wisconsin
CENTURYLINK_AS209, 75.171.73.0/24, None, None, None
CENTURYLINK_AS209, 24.206.197.0/24, None, None, None
CENTURYLINK_AS209, 216.160.156.0/23, Denver, Denver, Colorado
FRONTIER_AS5650, 173.59.165.0/24, Ballinger, Ballinger, Texas
FRONTIER_AS5650, 71.97.40.0/24, San Angelo, San Angelo, Texas
FRONTIER_AS5650, 47.188.244.0/22, San Angelo, San Angelo, Texas
FRONTIER_AS5650, 66.13.8.0/24, None, None, None
FRONTIER_AS5650, 71.169.207.0/24, None, None, None
FRONTIER_AS5650, 47.189.80.0/22, Eldorado, San Angelo, Texas
FRONTIER_AS5650, 47.183.144.0/20, Early, Bangs, San Angelo, Texas
FRONTIER_AS5650, 66.13.84.0/24, None, None, None
FRONTIER_AS5650, 66.12.207.0/24, None, None, None
FRONTIER_AS5650, 66.13.66.0/24, None, None, None
FRONTIER_AS5650, 66.15.53.0/24, None, None, None
FRONTIER_AS5650, 66.14.151.0/24, None, None, None
FRONTIER_AS5650, 66.13.147.0/24, None, None, None
FRONTIER_AS5650, 66.12.179.0/24, None, None, None
FRONTIER_AS5650, 74.43.218.0/24, Sherburn, Sherburn, Minnesota
FRONTIER_AS5650, 47.183.96.0/21, Brownwood, Brownwood, Brownwood, Texas
FRONTIER_AS5650, 66.13.123.0/24, None, None, None
FRONTIER_AS5650, 66.13.154.0/24, None, None, None
FRONTIER_AS5650, 96.226.223.0/24, Plano, Plano, Texas
FRONTIER_AS5650, 71.169.228.0/24, None, None, None
FRONTIER_AS5650, 71.116.12.0/24, Rochelle, Rochelle, Texas
FRONTIER_AS5650, 66.14.20.0/24, None, None, None
FRONTIER_AS5650, 66.13.143.0/24, None, None, None
FRONTIER_AS5650, 47.183.108.0/24, Bangs, Bangs, Texas
FRONTIER_AS5650, 66.12.103.0/24, None, None, None
FRONTIER_AS5650, 74.43.216.0/23, Sherburn, Sherburn, Minnesota
FRONTIER_AS5650, 66.13.175.0/24, None, None, None
FRONTIER_AS5650, 66.14.92.0/24, None, None, None
FRONTIER_AS5650, 96.226.148.0/24, Flower Mound, Flower Mound, Texas
FRONTIER_AS5650, 66.12.73.0/24, None, None, None
FRONTIER_AS5650, 208.76.188.0/24, None, None, None
FRONTIER_AS5650, 66.14.149.0/24, None, None, None
FRONTIER_AS5650, 66.12.242.0/24, None, None, None
FRONTIER_AS5650, 172.108.99.0/24, Kingsland, Kingsland, Texas
FRONTIER_AS5650, 173.59.164.0/24, Miles, Miles, Texas
FRONTIER_AS5650, 66.12.12.0/24, None, None, None
FRONTIER_AS5650, 172.108.97.0/24, Brownwood, Brownwood, Texas
FRONTIER_AS5650, 66.14.82.0/24, Denton, Denton, Texas
FRONTIER_AS5650, 71.169.223.0/24, None, None, None
FRONTIER_AS5650, 108.37.77.0/24, San Angelo, San Angelo, Texas
FRONTIER_AS5650, 66.13.243.0/24, None, None, None
FRONTIER_AS5650, 66.13.169.0/24, None, None, None
FRONTIER_AS5650, 66.13.126.0/24, None, None, None
FRONTIER_AS5650, 108.37.78.0/24, None, None, None
FRONTIER_AS5650, 66.14.79.0/24, None, None, None
FRONTIER_AS5650, 71.116.15.0/24, San Angelo, San Angelo, Texas
FRONTIER_AS5650, 66.12.223.0/24, None, None, None
FRONTIER_AS5650, 47.188.224.0/22, San Angelo, Menard, Texas
FRONTIER_AS5650, 66.13.218.0/24, None, None, None
FRONTIER_AS5650, 66.14.150.0/24, None, None, None
FRONTIER_AS5650, 71.116.14.0/24, Brownwood, Brownwood, Texas
FRONTIER_AS5650, 24.32.72.0/24, Big Lake, Big Lake, Texas
FRONTIER_AS5650, 71.96.249.0/24, Southlake, Southlake, Texas
FRONTIER_AS5650, 66.15.221.0/24, None, None, None
FRONTIER_AS5650, 66.12.80.0/24, None, None, None
FRONTIER_AS5650, 66.13.38.0/24, None, None, None
FRONTIER_AS5650, 66.14.18.0/24, None, None, None
FRONTIER_AS5650, 66.12.53.0/24, None, None, None
FRONTIER_AS5650, 66.15.223.0/24, None, None, None
FRONTIER_AS5650, 71.116.13.0/24, Rochelle, Sonora, Texas
FRONTIER_AS5650, 66.12.48.0/24, None, None, None
FRONTIER_AS5650, 66.12.145.0/24, None, None, None
FRONTIER_AS5650, 66.13.37.0/24, None, None, None
FRONTIER_AS5650, 66.14.22.0/24, None, None, None
FRONTIER_AS5650, 24.206.198.0/24, Big Lake, Big Lake, Texas
FRONTIER_AS5650, 66.13.51.0/24, None, None, None
FRONTIER_AS5650, 66.12.184.0/24, None, None, None
FRONTIER_AS5650, 66.15.173.0/24, None, None, None
FRONTIER_AS5650, 66.15.172.0/24, None, None, None
FRONTIER_AS5650, 66.13.242.0/24, None, None, None
FRONTIER_AS5650, 66.14.72.0/24, None, None, None
FRONTIER_AS5650, 66.12.228.0/24, None, None, None
FRONTIER_AS5650, 66.14.146.0/24, None, None, None
FRONTIER_AS5650, 66.14.30.0/24, None, None, None
FRONTIER_AS5650, 71.169.226.0/24, None, None, None
FRONTIER_AS5650, 71.169.224.0/24, Early, Early, Texas
FRONTIER_AS5650, 47.183.160.0/20, San Angelo, Brownwood, Brownwood, Texas
FRONTIER_AS5650, 47.183.176.0/20, Brownwood, Goldthwaite, Kingsland, Texas
FRONTIER_AS5650, 66.13.247.0/24, None, None, None
FRONTIER_AS5650, 66.12.166.0/24, None, None, None
FRONTIER_AS5650, 66.13.124.0/24, None, None, None
FRONTIER_AS5650, 66.14.16.0/24, None, None, None
FRONTIER_AS5650, 66.12.130.0/24, None, None, None
FRONTIER_AS5650, 172.108.98.0/24, Brownwood, Brownwood, Texas
FRONTIER_AS5650, 47.189.188.0/22, San Angelo, Sterling City, Texas
FRONTIER_AS5650, 47.188.160.0/22, Eldorado, San Angelo, Texas
FRONTIER_AS5650, 47.183.112.0/22, San Angelo, San Angelo, Texas
FRONTIER_AS5650, 71.121.127.0/24, Menard, Menard, Texas
FRONTIER_AS5650, 47.183.104.0/22, Brownwood, Brownwood, Texas
WINDSTREAM_AS7029, 209.253.157.0/24, Carrollton, Carrollton, Texas
WINDSTREAM_AS7029, 72.251.100.0/22, None, None, None
WINDSTREAM_AS7029, 72.251.108.0/23, None, None, None
WINDSTREAM_AS7029, 63.138.32.0/24, Alexandria, Alexandria, Virginia
WINDSTREAM_AS7029, 209.255.166.0/24, Hollywood, Hollywood, Florida
WINDSTREAM_AS7029, 72.251.54.0/23, None, None, None
WINDSTREAM_AS7029, 207.235.116.0/24, None, None, None
WINDSTREAM_AS7029, 208.139.169.0/24, None, None, None
WINDSTREAM_AS7029, 72.251.112.0/23, None, None, None
WINDSTREAM_AS7029, 63.250.240.0/20, Woodridge, Elk Grove Village, Chicago, Illinois
WINDSTREAM_AS7029, 65.168.145.0/24, None, None, None
WINDSTREAM_AS7029, 74.8.209.0/24, Downingtown, Downingtown, Pennsylvania
WINDSTREAM_AS7029, 63.250.224.0/20, Willowbrook, Chicago, Naperville, Illinois
GOOGLE-LLC_AS15169, 142.250.113.0/24, None, None, None
GOOGLE-LLC_AS15169, 35.206.1.0/24, None, None, None
GOOGLE-LLC_AS15169, 142.250.115.0/24, None, None, None
GOOGLE-LLC_AS15169, 142.250.114.0/24, None, None, None
COMCAST_AS7922, 208.166.57.0/24, Phoenix, Phoenix, Arizona
COMCAST_AS7922, 208.166.48.0/21, None, None, None, None
COMCAST_AS7922, 208.166.62.0/23, Stockholm, Stockholm, Stockholm County
COMCAST_AS7922, 208.69.176.0/23, Philadelphia, Philadelphia, Pennsylvania
COMCAST_AS7922, 208.166.59.0/24, Las Vegas, Las Vegas, Nevada
COMCAST_AS7922, 208.166.56.0/24, Dallas, Dallas, Texas
COMCAST_AS7922, 96.116.196.0/22, None, None, None
COMCAST_AS7922, 208.69.180.0/23, Boston, Boston, Massachusetts
COMCAST_AS7922, 208.69.182.0/23, New York, New York, New York
COMCAST_AS7922, 162.148.108.0/23, None, None, None
COMCAST_AS7922, 96.103.157.0/24, None, None, None
COMCAST_AS7922, 208.69.178.0/23, Philadelphia, Philadelphia, Pennsylvania
COMCAST_AS7922, 96.102.26.0/24, None, None, None
SUDDENLINK_AS19108, 50.27.88.0/22, Midland, Midland, Texas
SUDDENLINK_AS19108, 205.201.103.0/24, Midland, Midland, Texas
SUDDENLINK_AS19108, 72.47.113.0/24, Poteau, Poteau, Oklahoma
SUDDENLINK_AS19108, 50.27.96.0/22, Midland, Midland, Texas
SUDDENLINK_AS19108, 205.201.112.0/24, Stuttgart, Stuttgart, Arkansas
SUDDENLINK_AS19108, 64.72.48.0/24, Stuttgart, Stuttgart, Arkansas
SUDDENLINK_AS19108, 72.47.64.0/24, Poteau, Poteau, Oklahoma
SUDDENLINK_AS19108, 205.201.66.0/24, Midland, Midland, Texas
SUDDENLINK_AS19108, 72.47.147.0/24, Brenham, Brenham, Texas
SUDDENLINK_AS19108, 75.108.12.0/22, Midland, Midland, Texas
SUDDENLINK_AS19108, 66.76.6.0/24, College Station, College Station, Texas
SUDDENLINK_AS19108, 72.47.66.0/24, Poteau, Poteau, Oklahoma
SUDDENLINK_AS19108, 75.109.178.0/23, Midland, Midland, Texas
SUDDENLINK_AS19108, 50.27.104.0/22, Midland, Midland, Texas
SUDDENLINK_AS19108, 205.201.124.0/24, Stuttgart, Stuttgart, Arkansas
SUDDENLINK_AS19108, 47.209.192.0/19, Midland, Midland, Midland, Texas
SUDDENLINK_AS19108, 173.219.129.0/24, Midland, Midland, Texas
SUDDENLINK_AS19108, 207.254.253.0/24, Stuttgart, Stuttgart, Arkansas
SUDDENLINK_AS19108, 75.109.112.0/24, Midland, Midland, Texas
SUDDENLINK_AS19108, 50.27.100.0/22, Midland, Midland, Texas
SUDDENLINK_AS19108, 50.27.92.0/22, Midland, Midland, Texas
GRANDE_AS7459, 66.196.8.0/24, Midland, Midland, Texas
GRANDE_AS7459, 24.155.20.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 24.155.236.0/24, Midland, Midland, Texas
GRANDE_AS7459, 67.198.48.0/24, McKinney, Allen, Texas
GRANDE_AS7459, 216.188.229.0/24, Midland, Midland, Texas
GRANDE_AS7459, 216.82.205.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.189.0/24, Midland, Midland, Texas
GRANDE_AS7459, 66.90.197.0/24, Midland, Midland, Texas
GRANDE_AS7459, 65.36.24.0/21, Midland, Midland, Midland, Texas
GRANDE_AS7459, 24.155.237.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.150.0/23, McKinney, Allen, Texas
GRANDE_AS7459, 24.155.115.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 130.45.9.0/24, Midland, Midland, Texas
GRANDE_AS7459, 65.36.2.0/23, Midland, Midland, Texas
GRANDE_AS7459, 72.48.225.0/24, Allen, Allen, Texas
GRANDE_AS7459, 66.196.4.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.243.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.166.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 216.188.252.0/23, Midland, Midland, Texas
GRANDE_AS7459, 67.198.109.0/24, McKinney, Allen, Texas
GRANDE_AS7459, 66.90.129.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.81.0/24, Midland, Midland, Texas
GRANDE_AS7459, 24.155.22.0/23, Midland, Midland, Texas
GRANDE_AS7459, 67.198.11.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 66.90.228.0/22, Midland, Midland, Texas
GRANDE_AS7459, 24.155.216.0/21, Midland, Midland, Midland, Texas
GRANDE_AS7459, 24.155.21.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 72.48.242.0/24, McKinney, McKinney, Texas
GRANDE_AS7459, 24.155.136.0/23, McKinney, McKinney, Texas
GRANDE_AS7459, 24.155.168.0/21, Midland, Midland, Midland, Texas
GRANDE_AS7459, 65.36.112.0/24, Midland, Midland, Texas
GRANDE_AS7459, 24.155.162.0/23, Midland, Midland, Texas
GRANDE_AS7459, 66.196.22.0/24, Midland, Midland, Texas
GRANDE_AS7459, 72.48.59.0/24, Midland, Midland, Texas

Total - 230
Texas - 89
None - 108